Samplingpoint,Pollutant,Start,End,Value,Unit,AggType,Validity,Verification,ResultTime,DataCapture,FkObservationLog
IE/SPO.IE.IE0142ASample1_431,431,2022-03-22,2022-03-23,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-03-23,2022-03-24,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-03-24,2022-03-25,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-03-25,2022-03-26,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-03-26,2022-03-27,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-03-27,2022-03-28,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-03-28,2022-03-29,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-03-29,2022-03-30,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-03-30,2022-03-31,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-03-31,2022-04-01,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-01,2022-04-02,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-02,2022-04-03,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-03,2022-04-04,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-04,2022-04-05,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-05,2022-04-06,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-06,2022-04-07,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-07,2022-04-08,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-08,2022-04-09,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-09,2022-04-10,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-10,2022-04-11,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-11,2022-04-12,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-12,2022-04-13,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-13,2022-04-14,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-14,2022-04-15,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-15,2022-04-16,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-16,2022-04-17,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-17,2022-04-18,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-18,2022-04-19,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-19,2022-04-20,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-20,2022-04-21,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-21,2022-04-22,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-22,2022-04-23,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-23,2022-04-24,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-24,2022-04-25,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-25,2022-04-26,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-26,2022-04-27,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-27,2022-04-28,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-28,2022-04-29,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-29,2022-04-30,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-04-30,2022-05-01,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-01,2022-05-02,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-02,2022-05-03,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-03,2022-05-04,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-04,2022-05-05,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-05,2022-05-06,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-06,2022-05-07,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-07,2022-05-08,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-08,2022-05-09,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-09,2022-05-10,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-10,2022-05-11,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-11,2022-05-12,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-12,2022-05-13,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-13,2022-05-14,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-14,2022-05-15,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-15,2022-05-16,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-16,2022-05-17,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-17,2022-05-18,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-18,2022-05-19,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-19,2022-05-20,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-20,2022-05-21,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-21,2022-05-22,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-22,2022-05-23,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-23,2022-05-24,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-24,2022-05-25,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-25,2022-05-26,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-26,2022-05-27,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-27,2022-05-28,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-28,2022-05-29,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-29,2022-05-30,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-30,2022-05-31,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-05-31,2022-06-01,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-01,2022-06-02,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-02,2022-06-03,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-03,2022-06-04,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-04,2022-06-05,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-05,2022-06-06,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-06,2022-06-07,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-07,2022-06-08,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-08,2022-06-09,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-09,2022-06-10,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-10,2022-06-11,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-11,2022-06-12,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-12,2022-06-13,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-13,2022-06-14,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-14,2022-06-15,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-15,2022-06-16,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-16,2022-06-17,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-17,2022-06-18,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-18,2022-06-19,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-19,2022-06-20,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-20,2022-06-21,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-21,2022-06-22,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-22,2022-06-23,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-23,2022-06-24,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-24,2022-06-25,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-25,2022-06-26,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-26,2022-06-27,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-27,2022-06-28,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-28,2022-06-29,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-29,2022-06-30,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-06-30,2022-07-01,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-01,2022-07-02,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-02,2022-07-03,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-03,2022-07-04,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-04,2022-07-05,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-05,2022-07-06,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-06,2022-07-07,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-07,2022-07-08,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-08,2022-07-09,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-09,2022-07-10,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-10,2022-07-11,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-11,2022-07-12,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-12,2022-07-13,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-13,2022-07-14,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-14,2022-07-15,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-15,2022-07-16,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-16,2022-07-17,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-17,2022-07-18,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-18,2022-07-19,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-19,2022-07-20,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-20,2022-07-21,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-21,2022-07-22,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-22,2022-07-23,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-23,2022-07-24,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-24,2022-07-25,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-25,2022-07-26,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-26,2022-07-27,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-27,2022-07-28,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-28,2022-07-29,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-29,2022-07-30,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-30,2022-07-31,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-07-31,2022-08-01,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-08-01,2022-08-02,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
IE/SPO.IE.IE0142ASample1_431,431,2022-08-02,2022-08-03,-999.000000000000000000,ug.m-3,day,-1,1,2023-09-26 20:51:45,0E-18,abc9a916-8246-4550-ac6c-06080e2aa455
